County,Count Estimate,Rate Estimate,Median Household Income,State,Year,State Code,County Code,Id
Marshall County,4755,14.8,42395,WV,2012,54,051,46999
Mason County,5216,19.7,36730,WV,2012,54,053,47000
Mercer County,12215,20.0,34688,WV,2012,54,055,47001
Mineral County,4194,15.4,38673,WV,2012,54,057,47002
Mingo County,6170,23.8,32736,WV,2012,54,059,47003
Monongalia County,19246,20.7,41503,WV,2012,54,061,47004
Monroe County,2050,15.4,36798,WV,2012,54,063,47005
Morgan County,2631,15.2,41087,WV,2012,54,065,47006
Nicholas County,4568,17.6,38681,WV,2012,54,067,47007
Ohio County,7535,18.1,37973,WV,2012,54,069,47008
Pendleton County,1144,15.5,36824,WV,2012,54,071,47009
Pleasants County,1079,15.6,42935,WV,2012,54,073,47010
Pocahontas County,1705,20.5,30826,WV,2012,54,075,47011
Preston County,5399,17.3,40431,WV,2012,54,077,47012
Putnam County,6051,10.8,55172,WV,2012,54,079,47013
Raleigh County,13846,18.5,40199,WV,2012,54,081,47014
Randolph County,4951,18.4,36951,WV,2012,54,083,47015
Ritchie County,1922,19.1,36554,WV,2012,54,085,47016
Roane County,3137,21.6,30819,WV,2012,54,087,47017
Summers County,3295,26.5,29352,WV,2012,54,089,47018
Taylor County,2941,17.9,39665,WV,2012,54,091,47019
Tucker County,1067,15.8,35423,WV,2012,54,093,47020
Tyler County,1496,16.8,37826,WV,2012,54,095,47021
Upshur County,4089,17.7,44593,WV,2012,54,097,47022
Wayne County,8487,20.5,37705,WV,2012,54,099,47023
Webster County,2525,28.2,27382,WV,2012,54,101,47024
Wetzel County,2944,18.1,37759,WV,2012,54,103,47025
Wirt County,1060,18.2,36999,WV,2012,54,105,47026
Wood County,15024,17.6,42065,WV,2012,54,107,47027
Wyoming County,5090,22.0,32880,WV,2012,54,109,47028
Adams County,2861,14.9,42241,WI,2012,55,001,47029
Ashland County,2676,17.5,39134,WI,2012,55,003,47030
Barron County,6547,14.6,42676,WI,2012,55,005,47031
Bayfield County,1985,13.3,44487,WI,2012,55,007,47032
Brown County,29711,12.1,51100,WI,2012,55,009,47033
Buffalo County,1407,10.7,48009,WI,2012,55,011,47034
Burnett County,2534,16.7,37336,WI,2012,55,013,47035
Calumet County,2988,6.1,69658,WI,2012,55,015,47036
Chippewa County,6954,11.5,49867,WI,2012,55,017,47037
Clark County,5780,17.1,43133,WI,2012,55,019,47038
Columbia County,5130,9.3,55986,WI,2012,55,021,47039
Crawford County,2313,14.7,41968,WI,2012,55,023,47040
Dane County,62611,12.8,60119,WI,2012,55,025,47041
Dodge County,7972,9.7,51602,WI,2012,55,027,47042
Door County,2953,10.8,48055,WI,2012,55,029,47043
Douglas County,6642,15.7,43573,WI,2012,55,031,47044
Dunn County,6494,16.0,47214,WI,2012,55,033,47045
Eau Claire County,14558,15.2,47895,WI,2012,55,035,47046
Florence County,579,13.1,44666,WI,2012,55,037,47047
Fond du Lac County,9244,9.4,53548,WI,2012,55,039,47048
Forest County,1382,15.4,39167,WI,2012,55,041,47049
Grant County,6914,14.7,46503,WI,2012,55,043,47050
Green County,3273,9.0,55154,WI,2012,55,045,47051
Green Lake County,1998,10.6,46751,WI,2012,55,047,47052
Iowa County,2516,10.7,52754,WI,2012,55,049,47053
Iron County,762,13.1,39130,WI,2012,55,051,47054
Jackson County,2889,15.1,43776,WI,2012,55,053,47055
Jefferson County,8263,10.2,54141,WI,2012,55,055,47056
Juneau County,3772,15.0,44670,WI,2012,55,057,47057
Kenosha County,21965,13.5,54196,WI,2012,55,059,47058
Kewaunee County,1835,9.0,55361,WI,2012,55,061,47059
La Crosse County,15577,14.0,48129,WI,2012,55,063,47060
Lafayette County,2260,13.6,46348,WI,2012,55,065,47061
Langlade County,3178,16.5,44103,WI,2012,55,067,47062
Lincoln County,3199,11.5,48766,WI,2012,55,069,47063
Manitowoc County,8055,10.1,49160,WI,2012,55,071,47064
Marathon County,14558,11.0,52725,WI,2012,55,073,47065
Marinette County,5351,13.3,43064,WI,2012,55,075,47066
Marquette County,2003,13.3,43423,WI,2012,55,077,47067
Menominee County,1287,30.1,33925,WI,2012,55,078,47068
Milwaukee County,209201,22.5,42434,WI,2012,55,079,47069
Monroe County,6526,14.8,45790,WI,2012,55,081,47070
Oconto County,3362,9.1,52156,WI,2012,55,083,47071
Oneida County,4022,11.5,44621,WI,2012,55,085,47072
Outagamie County,15765,9.0,58058,WI,2012,55,087,47073
Ozaukee County,4730,5.6,76289,WI,2012,55,089,47074
Pepin County,885,12.2,48108,WI,2012,55,091,47075
Pierce County,4380,11.5,60321,WI,2012,55,093,47076
Polk County,4481,10.4,50026,WI,2012,55,095,47077
Portage County,10159,15.2,46725,WI,2012,55,097,47078
Price County,1897,13.9,41344,WI,2012,55,099,47079
Racine County,25505,13.4,52164,WI,2012,55,101,47080
Richland County,2589,14.8,43632,WI,2012,55,103,47081
Rock County,23344,14.9,46926,WI,2012,55,105,47082
Rusk County,2510,17.8,37414,WI,2012,55,107,47083
St. Croix County,5663,6.7,69436,WI,2012,55,109,47084
Sauk County,6157,10.0,52591,WI,2012,55,111,47085
Sawyer County,2509,15.5,40228,WI,2012,55,113,47086
Shawano County,4757,11.7,44213,WI,2012,55,115,47087
Sheboygan County,12043,10.8,52589,WI,2012,55,117,47088
Taylor County,3205,15.9,43124,WI,2012,55,119,47089
Trempealeau County,3138,10.9,48566,WI,2012,55,121,47090
Vernon County,4900,16.4,43823,WI,2012,55,123,47091
Vilas County,3017,14.3,39025,WI,2012,55,125,47092
Walworth County,13490,13.5,51298,WI,2012,55,127,47093
Washburn County,2109,13.5,41666,WI,2012,55,129,47094
Washington County,8438,6.4,66616,WI,2012,55,131,47095
Waukesha County,22744,5.9,72656,WI,2012,55,133,47096
Waupaca County,5201,10.3,51503,WI,2012,55,135,47097
Waushara County,3054,13.2,42791,WI,2012,55,137,47098
Winnebago County,17913,11.2,51740,WI,2012,55,139,47099
Wood County,7558,10.3,46027,WI,2012,55,141,47100
Albany County,8559,24.5,39248,WY,2012,56,001,47101
Big Horn County,1375,11.9,46118,WY,2012,56,003,47102
Campbell County,3292,7.0,80327,WY,2012,56,005,47103
Carbon County,1988,13.4,53780,WY,2012,56,007,47104
Converse County,1316,9.5,63808,WY,2012,56,009,47105
Crook County,605,8.5,53781,WY,2012,56,011,47106
Fremont County,6499,16.2,47906,WY,2012,56,013,47107
Goshen County,2145,17.2,42045,WY,2012,56,015,47108
Hot Springs County,552,11.7,42596,WY,2012,56,017,47109
Johnson County,794,9.3,51903,WY,2012,56,019,47110
Laramie County,10118,10.9,53999,WY,2012,56,021,47111
Lincoln County,1668,9.4,60817,WY,2012,56,023,47112
Natrona County,9595,12.5,54402,WY,2012,56,025,47113
Niobrara County,352,15.8,43712,WY,2012,56,027,47114
Park County,3202,11.5,51003,WY,2012,56,029,47115
Platte County,1116,12.9,45435,WY,2012,56,031,47116
Sheridan County,3141,10.9,50310,WY,2012,56,033,47117
Sublette County,608,5.9,68509,WY,2012,56,035,47118
Sweetwater County,3741,8.4,64747,WY,2012,56,037,47119
Teton County,1885,8.8,66592,WY,2012,56,039,47120
Uinta County,2646,12.7,61057,WY,2012,56,041,47121
Washakie County,993,12.0,49533,WY,2012,56,043,47122
Weston County,687,10.2,53665,WY,2012,56,045,47123
Autauga County,7397,13.5,51868,AL,2013,01,001,47124
Baldwin County,27429,14.2,47539,AL,2013,01,003,47125
Barbour County,6654,28.2,30981,AL,2013,01,005,47126
Bibb County,4689,23.1,39781,AL,2013,01,007,47127
Blount County,9878,17.2,44392,AL,2013,01,009,47128
Bullock County,3123,35.2,25937,AL,2013,01,011,47129
Butler County,5731,28.8,31041,AL,2013,01,013,47130
Calhoun County,24338,21.4,37898,AL,2013,01,015,47131
Chambers County,7578,22.5,33883,AL,2013,01,017,47132
Cherokee County,5199,20.1,37478,AL,2013,01,019,47133
Chilton County,8841,20.3,41348,AL,2013,01,021,47134
Choctaw County,2976,22.4,33581,AL,2013,01,023,47135
Clarke County,6318,25.4,34593,AL,2013,01,025,47136
Clay County,2590,19.6,33344,AL,2013,01,027,47137
Cleburne County,2787,18.9,40407,AL,2013,01,029,47138
Coffee County,9315,18.5,44666,AL,2013,01,031,47139
Colbert County,8794,16.3,40032,AL,2013,01,033,47140
Conecuh County,3900,30.5,27196,AL,2013,01,035,47141
Coosa County,2141,19.9,35175,AL,2013,01,037,47142
Covington County,7156,19.2,35187,AL,2013,01,039,47143
Crenshaw County,3069,22.2,34105,AL,2013,01,041,47144
Cullman County,13076,16.4,40142,AL,2013,01,043,47145
Dale County,9804,20.1,41805,AL,2013,01,045,47146
Dallas County,12975,31.3,27524,AL,2013,01,047,47147
DeKalb County,14044,20.0,36713,AL,2013,01,049,47148
Elmore County,10071,13.4,51650,AL,2013,01,051,47149
Escambia County,9615,27.8,33455,AL,2013,01,053,47150
Etowah County,19938,19.6,38587,AL,2013,01,055,47151
Fayette County,3440,20.7,35661,AL,2013,01,057,47152
Franklin County,7194,23.1,33332,AL,2013,01,059,47153
Geneva County,6224,23.6,35378,AL,2013,01,061,47154
Greene County,3040,35.0,25864,AL,2013,01,063,47155
Hale County,3877,25.7,33597,AL,2013,01,065,47156
Henry County,3102,18.2,41590,AL,2013,01,067,47157
Houston County,18527,18.1,39636,AL,2013,01,069,47158
Jackson County,8863,16.9,37204,AL,2013,01,071,47159
Jefferson County,122167,18.9,45024,AL,2013,01,073,47160
Lamar County,3221,23.0,36475,AL,2013,01,075,47161
Lauderdale County,15526,17.1,43586,AL,2013,01,077,47162
Lawrence County,5798,17.4,40713,AL,2013,01,079,47163
Lee County,29094,19.8,44647,AL,2013,01,081,47164
Limestone County,13621,15.9,50148,AL,2013,01,083,47165
Lowndes County,3919,37.0,29734,AL,2013,01,085,47166
Macon County,6084,33.8,29228,AL,2013,01,087,47167
Madison County,47136,13.9,58258,AL,2013,01,089,47168
Marengo County,6268,31.5,33749,AL,2013,01,091,47169
Marion County,6117,20.8,34162,AL,2013,01,093,47170
Marshall County,16870,18.1,38399,AL,2013,01,095,47171
Mobile County,82625,20.3,42278,AL,2013,01,097,47172
Monroe County,6519,29.7,32696,AL,2013,01,099,47173
Montgomery County,48080,22.1,44013,AL,2013,01,101,47174
Morgan County,20479,17.4,44079,AL,2013,01,103,47175
Perry County,3360,36.4,25461,AL,2013,01,105,47176
Pickens County,4490,23.8,32314,AL,2013,01,107,47177
Pike County,7969,25.3,35944,AL,2013,01,109,47178
Randolph County,5202,23.4,35121,AL,2013,01,111,47179
Russell County,14070,23.9,35762,AL,2013,01,113,47180
St. Clair County,11779,14.0,52437,AL,2013,01,115,47181
Shelby County,16664,8.3,68718,AL,2013,01,117,47182
Sumter County,4756,38.0,24504,AL,2013,01,119,47183
Talladega County,15399,19.8,38505,AL,2013,01,121,47184
Tallapoosa County,9025,22.2,37747,AL,2013,01,123,47185
Tuscaloosa County,32728,17.2,45959,AL,2013,01,125,47186
Walker County,14293,22.0,37193,AL,2013,01,127,47187
Washington County,3298,19.7,41115,AL,2013,01,129,47188
Wilcox County,3624,32.4,23184,AL,2013,01,131,47189
Winston County,5215,21.9,33578,AL,2013,01,133,47190
Aleutians East Borough,470,15.2,56856,AK,2013,02,013,47191
Aleutians West Census Area,426,8.1,74088,AK,2013,02,016,47192
Anchorage Borough,22753,7.7,76362,AK,2013,02,020,47193
Bethel Census Area,4384,25.1,42876,AK,2013,02,050,47194
Bristol Bay Borough,89,9.5,65283,AK,2013,02,060,47195
Denali Borough,100,5.4,68103,AK,2013,02,068,47196
Dillingham Census Area,1037,20.9,47930,AK,2013,02,070,47197
Fairbanks North Star Borough,8497,8.8,67204,AK,2013,02,090,47198
Haines Borough,295,11.4,55295,AK,2013,02,100,47199
Hoonah-Angoon Census Area,412,19.2,42276,AK,2013,02,105,47200
Juneau Borough,2394,7.5,83642,AK,2013,02,110,47201
Kenai Peninsula Borough,5623,10.1,61629,AK,2013,02,122,47202
Ketchikan Gateway Borough,1391,10.3,62619,AK,2013,02,130,47203
Kodiak Island Borough,1191,8.5,64782,AK,2013,02,150,47204
Lake and Peninsula Borough,284,17.3,43936,AK,2013,02,164,47205
Matanuska-Susitna Borough,8795,9.4,72371,AK,2013,02,170,47206
Nome Census Area,2547,26.3,46471,AK,2013,02,180,47207
North Slope Borough,1276,13.3,74174,AK,2013,02,185,47208
Northwest Arctic Borough,1780,23.3,54600,AK,2013,02,188,47209
Petersburg Census Area,403,10.7,58176,AK,2013,02,195,47210
Prince of Wales-Hyder Census Area,1003,17.4,48175,AK,2013,02,198,47211
Sitka Borough,870,9.8,66038,AK,2013,02,220,47212
Skagway Municipality,42,4.2,63930,AK,2013,02,230,47213
Southeast Fairbanks Census Area,1114,16.1,54922,AK,2013,02,240,47214
Valdez-Cordova Census Area,891,9.2,63541,AK,2013,02,261,47215
Wade Hampton Census Area,2759,34.7,31274,AK,2013,02,270,47216
Wrangell City and Borough,331,13.9,49039,AK,2013,02,275,47217
Yakutat Borough,107,16.7,56365,AK,2013,02,282,47218
Yukon-Koyukuk Census Area,1380,24.4,35114,AK,2013,02,290,47219
Apache County,27489,38.7,30252,AZ,2013,04,001,47220
Cochise County,23177,18.8,45294,AZ,2013,04,003,47221
Coconino County,29461,23.2,48732,AZ,2013,04,005,47222
Gila County,11744,22.6,39868,AZ,2013,04,007,47223
Graham County,7361,21.6,43497,AZ,2013,04,009,47224
Greenlee County,1040,11.6,54673,AZ,2013,04,011,47225
La Paz County,4643,23.2,33994,AZ,2013,04,012,47226
Maricopa County,696086,17.6,52066,AZ,2013,04,013,47227
Mohave County,42044,21.3,38560,AZ,2013,04,015,47228
Navajo County,33422,31.8,37182,AZ,2013,04,017,47229
Pima County,187646,19.3,43926,AZ,2013,04,019,47230
Pinal County,60575,16.7,49887,AZ,2013,04,021,47231
Santa Cruz County,10528,22.7,35753,AZ,2013,04,023,47232
Yavapai County,34732,16.4,40486,AZ,2013,04,025,47233
Yuma County,37000,19.2,40498,AZ,2013,04,027,47234
Arkansas County,3650,19.8,38497,AR,2013,05,001,47235
Ashley County,4607,21.9,36479,AR,2013,05,003,47236
Baxter County,6288,15.6,36082,AR,2013,05,005,47237
Benton County,27393,11.7,56518,AR,2013,05,007,47238
Boone County,6358,17.2,38410,AR,2013,05,009,47239
Bradley County,2987,27.0,31733,AR,2013,05,011,47240
Calhoun County,954,18.9,37497,AR,2013,05,013,47241
Carroll County,6096,22.2,34109,AR,2013,05,015,47242
Chicot County,3431,32.4,28006,AR,2013,05,017,47243
Clark County,4542,22.7,36517,AR,2013,05,019,47244
Clay County,3035,20.0,33488,AR,2013,05,021,47245
Cleburne County,4121,16.3,41612,AR,2013,05,023,47246
Cleveland County,1445,17.0,42414,AR,2013,05,025,47247
Columbia County,5241,23.2,36927,AR,2013,05,027,47248
Conway County,4411,21.1,38145,AR,2013,05,029,47249
Craighead County,19502,20.0,41608,AR,2013,05,031,47250
Crawford County,11666,19.2,39384,AR,2013,05,033,47251
Crittenden County,11579,23.6,37726,AR,2013,05,035,47252
Cross County,3546,20.6,35438,AR,2013,05,037,47253
Dallas County,1606,21.4,32591,AR,2013,05,039,47254
Desha County,4216,34.0,30241,AR,2013,05,041,47255
Drew County,4411,24.8,35249,AR,2013,05,043,47256
Faulkner County,17175,14.9,49936,AR,2013,05,045,47257
Franklin County,3671,20.7,38874,AR,2013,05,047,47258
Fulton County,2775,22.9,33439,AR,2013,05,049,47259
Garland County,21098,22.1,39057,AR,2013,05,051,47260
Grant County,2537,14.2,47089,AR,2013,05,053,47261
Greene County,7500,17.7,40840,AR,2013,05,055,47262
Hempstead County,5071,22.9,33715,AR,2013,05,057,47263
Hot Spring County,5789,18.5,39927,AR,2013,05,059,47264
Howard County,2867,21.5,32740,AR,2013,05,061,47265
Independence County,6624,18.4,37761,AR,2013,05,063,47266
Izard County,2618,20.8,33308,AR,2013,05,065,47267
Jackson County,4266,27.5,32923,AR,2013,05,067,47268
Jefferson County,17615,25.8,36169,AR,2013,05,069,47269
Johnson County,5887,23.4,33634,AR,2013,05,071,47270
Lafayette County,1846,26.0,30642,AR,2013,05,073,47271
Lawrence County,3328,20.4,34740,AR,2013,05,075,47272
Lee County,3391,41.1,27068,AR,2013,05,077,47273
Lincoln County,2851,27.6,36062,AR,2013,05,079,47274
Little River County,2423,19.3,36310,AR,2013,05,081,47275
Logan County,4034,18.7,34090,AR,2013,05,083,47276
Lonoke County,8803,12.6,55648,AR,2013,05,085,47277
Madison County,3141,20.2,36358,AR,2013,05,087,47278
Marion County,3090,19.0,34217,AR,2013,05,089,47279
Miller County,8970,21.4,40005,AR,2013,05,091,47280
Mississippi County,11228,25.6,34285,AR,2013,05,093,47281
Monroe County,2176,28.7,29870,AR,2013,05,095,47282
Montgomery County,2038,22.4,31763,AR,2013,05,097,47283
Nevada County,1816,21.1,33341,AR,2013,05,099,47284
Newton County,1878,23.5,31824,AR,2013,05,101,47285
Ouachita County,6761,27.5,35006,AR,2013,05,103,47286
Perry County,1789,17.5,42328,AR,2013,05,105,47287
Phillips County,7380,36.6,25894,AR,2013,05,107,47288
Pike County,2396,21.9,35592,AR,2013,05,109,47289
Poinsett County,5853,24.7,34113,AR,2013,05,111,47290
Polk County,4921,24.4,31818,AR,2013,05,113,47291
Pope County,11743,20.0,39704,AR,2013,05,115,47292
Prairie County,1609,19.6,38921,AR,2013,05,117,47293
Pulaski County,66197,17.3,46526,AR,2013,05,119,47294
Randolph County,3904,22.6,33148,AR,2013,05,121,47295
St. Francis County,8623,37.3,29011,AR,2013,05,123,47296
Saline County,11591,10.3,54921,AR,2013,05,125,47297
Scott County,2293,21.2,32404,AR,2013,05,127,47298
Searcy County,2053,25.9,27299,AR,2013,05,129,47299
Sebastian County,27648,22.1,41685,AR,2013,05,131,47300
Sevier County,3806,22.2,33698,AR,2013,05,133,47301
Sharp County,3825,22.8,31224,AR,2013,05,135,47302
Stone County,3247,26.2,27522,AR,2013,05,137,47303
Union County,8434,21.0,38132,AR,2013,05,139,47304
Van Buren County,3155,18.9,35111,AR,2013,05,141,47305
Washington County,43559,20.9,43302,AR,2013,05,143,47306
White County,12831,17.2,43363,AR,2013,05,145,47307
Woodruff County,1944,28.0,29159,AR,2013,05,147,47308
Yell County,4245,19.7,34679,AR,2013,05,149,47309
Alameda County,201303,13.0,72128,CA,2013,06,001,47310
Alpine County,227,19.7,49392,CA,2013,06,003,47311
Amador County,4746,14.3,52357,CA,2013,06,005,47312
Butte County,46621,21.4,42395,CA,2013,06,007,47313
Calaveras County,6617,15.0,52598,CA,2013,06,009,47314
Colusa County,2749,13.0,48897,CA,2013,06,011,47315
Contra Costa County,116977,10.8,78909,CA,2013,06,013,47316
Del Norte County,5794,23.7,38663,CA,2013,06,015,47317
El Dorado County,20575,11.4,63002,CA,2013,06,017,47318
Fresno County,268773,28.6,43741,CA,2013,06,019,47319
Glenn County,5253,19.1,42129,CA,2013,06,021,47320
Humboldt County,28159,21.5,40882,CA,2013,06,023,47321
Imperial County,38067,22.7,40106,CA,2013,06,025,47322
Inyo County,2839,15.7,45784,CA,2013,06,027,47323
Kern County,189029,22.7,46688,CA,2013,06,029,47324
Kings County,28877,21.8,45794,CA,2013,06,031,47325
Lake County,14680,23.3,36973,CA,2013,06,033,47326
Lassen County,4512,19.1,50487,CA,2013,06,035,47327
Los Angeles County,1872964,19.0,54443,CA,2013,06,037,47328
Madera County,33974,23.4,41223,CA,2013,06,039,47329
Marin County,21784,8.7,94347,CA,2013,06,041,47330
Mariposa County,2875,16.4,45251,CA,2013,06,043,47331
Mendocino County,17947,20.9,42001,CA,2013,06,045,47332
Merced County,63843,24.8,41003,CA,2013,06,047,47333
Modoc County,1778,20.0,37055,CA,2013,06,049,47334
Mono County,1636,11.8,55107,CA,2013,06,051,47335
Monterey County,71922,17.5,55411,CA,2013,06,053,47336
Napa County,13141,9.7,68619,CA,2013,06,055,47337
Nevada County,12478,12.8,55246,CA,2013,06,057,47338
Orange County,416204,13.5,73827,CA,2013,06,059,47339
Placer County,30287,8.3,73643,CA,2013,06,061,47340
Plumas County,2917,15.7,47645,CA,2013,06,063,47341
Riverside County,392513,17.4,53909,CA,2013,06,065,47342
Sacramento County,272592,18.9,52980,CA,2013,06,067,47343
San Benito County,7260,12.7,66780,CA,2013,06,069,47344
San Bernardino County,392242,19.2,52112,CA,2013,06,071,47345
San Diego County,476184,15.3,61365,CA,2013,06,073,47346
San Francisco County,113217,13.8,76933,CA,2013,06,075,47347
San Joaquin County,137451,19.8,51219,CA,2013,06,077,47348
San Luis Obispo County,39140,15.0,57743,CA,2013,06,079,47349
San Mateo County,58932,8.0,91061,CA,2013,06,081,47350
Santa Barbara County,67725,16.2,60803,CA,2013,06,083,47351
Santa Clara County,191898,10.5,91843,CA,2013,06,085,47352
Santa Cruz County,38447,14.9,65282,CA,2013,06,087,47353
Shasta County,34746,19.7,41236,CA,2013,06,089,47354
Sierra County,436,14.5,46449,CA,2013,06,091,47355
Siskiyou County,8826,20.4,37108,CA,2013,06,093,47356
Solano County,53441,12.9,63398,CA,2013,06,095,47357
Sonoma County,60216,12.4,61020,CA,2013,06,097,47358
Stanislaus County,113074,21.8,47808,CA,2013,06,099,47359
Sutter County,16288,17.2,47903,CA,2013,06,101,47360
Tehama County,11148,17.9,43459,CA,2013,06,103,47361
Trinity County,2914,22.1,35708,CA,2013,06,105,47362
Tulare County,133050,29.6,39657,CA,2013,06,107,47363
Tuolumne County,7307,14.6,50774,CA,2013,06,109,47364
Ventura County,99227,12.0,76513,CA,2013,06,111,47365
Yolo County,35367,17.8,55011,CA,2013,06,113,47366
Yuba County,14876,20.6,41824,CA,2013,06,115,47367
Adams County,61226,13.2,54876,CO,2013,08,001,47368
Alamosa County,3865,25.6,37484,CO,2013,08,003,47369
Arapahoe County,73871,12.3,61092,CO,2013,08,005,47370
Archuleta County,1822,15.1,44417,CO,2013,08,007,47371
Baca County,685,19.1,35787,CO,2013,08,009,47372
Bent County,1336,33.0,34440,CO,2013,08,011,47373
Boulder County,40438,13.5,71405,CO,2013,08,013,47374
Broomfield County,3754,6.4,79117,CO,2013,08,014,47375
Chaffee County,2219,13.0,48012,CO,2013,08,015,47376
Cheyenne County,240,13.1,50379,CO,2013,08,017,47377
